,Symbol,Ensembl
25049,Cldnd1,ENSMUSG00000022744
25050,Snrpf,ENSMUSG00000020018
25051,Oxa1l,ENSMUSG00000000959
25052,Atp5f1,ENSMUSG00000000563
25053,Gm44067,ENSMUSG00000108095
25054,Tmem183a,ENSMUSG00000042305
25055,Rabl3,ENSMUSG00000022827
25056,RP23-299D2.2,ENSMUSG00000108866
25057,Fam229b,ENSMUSG00000051736
25058,Iqcj,ENSMUSG00000051777
25059,Yars2,ENSMUSG00000022792
25060,1700019B03Rik,ENSMUSG00000040340
25061,Lrrc27,ENSMUSG00000015980
25062,Slc25a5,ENSMUSG00000016319
25063,Gtf3a,ENSMUSG00000016503
25064,Dock2,ENSMUSG00000020143
25065,Numb,ENSMUSG00000021224
25066,Rpl12,ENSMUSG00000038900
25067,Trpt1,ENSMUSG00000047656
25068,Vmo1,ENSMUSG00000020830
25069,Gm26945,ENSMUSG00000098061
25070,Ahsa1,ENSMUSG00000021037
25071,Mrpl39,ENSMUSG00000022889
25072,Pigp,ENSMUSG00000022940
25073,Hilpda,ENSMUSG00000043421
25074,St6gal1,ENSMUSG00000022885
25075,Dnase1l1,ENSMUSG00000019088
25076,Atp5o,ENSMUSG00000022956
25077,Mrpl47,ENSMUSG00000037531
25078,Rbm7,ENSMUSG00000042396
25079,Atrnl1,ENSMUSG00000054843
25080,Spats2l,ENSMUSG00000038305
25081,Gm26782,ENSMUSG00000097431
25082,Ppfibp2,ENSMUSG00000036528
25083,Gipc2,ENSMUSG00000039131
25084,Rpl10a,ENSMUSG00000037805
25085,Cd3g,ENSMUSG00000002033
25086,Pank2,ENSMUSG00000037514
25087,Pyurf,ENSMUSG00000043162
25088,Stk38l,ENSMUSG00000001630
25089,Uxt,ENSMUSG00000001134
25090,Aida,ENSMUSG00000042901
25091,Wdr74,ENSMUSG00000042729
25092,H1foo,ENSMUSG00000042279
25093,Mob1a,ENSMUSG00000043131
25094,WDR97,ENSMUSG00000109179
25095,Gm13154,ENSMUSG00000065999
25096,Msn,ENSMUSG00000031207
25097,Gm17168,ENSMUSG00000091390
25098,D730048I06Rik,ENSMUSG00000032108
25099,Gabpa,ENSMUSG00000008976
25100,Gm10754,ENSMUSG00000074776
25101,1700001L05Rik,ENSMUSG00000075511
25102,Vav2,ENSMUSG00000009621
25103,S100a14,ENSMUSG00000042306
25104,Ubap2,ENSMUSG00000028433
25105,Pcolce2,ENSMUSG00000015354
25106,Tnfrsf21,ENSMUSG00000023915
25107,Prox2,ENSMUSG00000042320
25108,Nicn1,ENSMUSG00000032606
25109,Pck2,ENSMUSG00000040618
25110,Jup,ENSMUSG00000001552
25111,Gm14762,ENSMUSG00000078314
25112,Srsf9,ENSMUSG00000029538
25113,Efcab8,ENSMUSG00000044083
25114,C1qtnf1,ENSMUSG00000017446
25115,Fgf12,ENSMUSG00000022523
25116,Smr2,ENSMUSG00000029281
25117,Vwa7,ENSMUSG00000007030
25118,Asic3,ENSMUSG00000038276
25119,6030408B16Rik,ENSMUSG00000075408
25120,Cyb5r1,ENSMUSG00000026456
25121,Gm11683,ENSMUSG00000087139
25122,Prss42,ENSMUSG00000044664
25123,Mapk1ip1l,ENSMUSG00000021840
25124,Ms4a13,ENSMUSG00000057240
25125,Serpinb1a,ENSMUSG00000044734
25126,Loxl4,ENSMUSG00000025185
25127,Otud3,ENSMUSG00000041161
25128,Cgnl1,ENSMUSG00000032232
25129,Hus1b,ENSMUSG00000076430
25130,Chp2,ENSMUSG00000030865
25131,Pard3bos3,ENSMUSG00000085400
25132,Rpl36-ps4,ENSMUSG00000093922
25133,Arrb1,ENSMUSG00000018909
25134,Gm15866,ENSMUSG00000087290
25135,Wfdc16,ENSMUSG00000070530
25136,Olfr921,ENSMUSG00000049926
25137,Mgll,ENSMUSG00000033174
25138,Pak1ip1,ENSMUSG00000038683
25139,2010003K11Rik,ENSMUSG00000042041
25140,Ankrd9,ENSMUSG00000037904
25141,Mcm9,ENSMUSG00000058298
25142,9530036M11Rik,ENSMUSG00000087670
25143,Gm15533,ENSMUSG00000087530
25144,Tex12,ENSMUSG00000032065
25145,4931429P17Rik,ENSMUSG00000047324
25146,1700003G13Rik,ENSMUSG00000085831
25147,Scn4a,ENSMUSG00000001027
25148,Gm6288,ENSMUSG00000072660
25149,Gm14255,ENSMUSG00000086030
25150,Suv39h2,ENSMUSG00000026646
25151,Glyctk,ENSMUSG00000020258
25152,Hist1h1c,ENSMUSG00000036181
25153,Il9r,ENSMUSG00000020279
25154,D930032P07Rik,ENSMUSG00000097735
25155,Gm11670,ENSMUSG00000086268
25156,B230110C06Rik,ENSMUSG00000097547
25157,Slc5a8,ENSMUSG00000020062
25158,1110046J04Rik,ENSMUSG00000085457
25159,Pyroxd2,ENSMUSG00000060224
25160,Fgf6,ENSMUSG00000000183
25161,Krt79,ENSMUSG00000061397
25162,Ccbl2,ENSMUSG00000040213
25163,Naip1,ENSMUSG00000021640
25164,Gm26626,ENSMUSG00000097139
25165,Gm16982,ENSMUSG00000097170
25166,Brms1l,ENSMUSG00000012076
25167,Cyp2c66,ENSMUSG00000067229
25168,4921513D11Rik,ENSMUSG00000066944
25169,4930415F15Rik,ENSMUSG00000020191
25170,Plac1,ENSMUSG00000061082
25171,Gm26577,ENSMUSG00000097923
25172,Brat1,ENSMUSG00000000148
25173,Paqr9,ENSMUSG00000064225
25174,Slc15a5,ENSMUSG00000044378
25175,Gm16054,ENSMUSG00000087431
25176,Gm5533,ENSMUSG00000056699
25177,4930470P17Rik,ENSMUSG00000043583
25178,Gm26903,ENSMUSG00000097836
25179,Gm16223,ENSMUSG00000067285
25180,Sap30l,ENSMUSG00000020519
25181,Ppp3ca,ENSMUSG00000028161
25182,Gm43701,ENSMUSG00000107081
25183,Gm28651,ENSMUSG00000101086
25184,Tll2,ENSMUSG00000025013
25185,Gm43539,ENSMUSG00000105910
25186,Irf6,ENSMUSG00000026638
25187,Traf3ip3,ENSMUSG00000037318
25188,Lig1,ENSMUSG00000056394
25189,Syne3,ENSMUSG00000054150
25190,Apol10a,ENSMUSG00000050982
25191,Fsip2,ENSMUSG00000075249
25192,Ifit1,ENSMUSG00000034459
25193,Rps6ka5,ENSMUSG00000021180
25194,Tbc1d22a,ENSMUSG00000051864
25195,Ahrr,ENSMUSG00000021575
25196,Neurog1,ENSMUSG00000048904
25197,Gm29994,ENSMUSG00000102713
25198,Vmn1r89,ENSMUSG00000095629
25199,Tnip2,ENSMUSG00000059866
25200,AI427809,ENSMUSG00000086712
25201,Ugt1a7c,ENSMUSG00000090124
25202,Gm20636,ENSMUSG00000093637
25203,Zbtb22,ENSMUSG00000051390
25204,Gm10631,ENSMUSG00000074128
25205,Vwde,ENSMUSG00000079679
25206,4933415F23Rik,ENSMUSG00000073730
25207,Otol1,ENSMUSG00000027788
25208,Ubash3a,ENSMUSG00000042345
25209,Cer1,ENSMUSG00000038192
25210,Rasef,ENSMUSG00000043003
25211,Cldn9,ENSMUSG00000066720
25212,Bdkrb2,ENSMUSG00000021070
25213,F730016J06Rik,ENSMUSG00000086425
25214,Pik3r1,ENSMUSG00000041417
25215,Gm16555,ENSMUSG00000090012
25216,Gm32496,ENSMUSG00000104102
25217,Gm27166,ENSMUSG00000098519
25218,Lipo2,ENSMUSG00000087303
25219,Sucnr1,ENSMUSG00000027762
25220,Cyp2d40,ENSMUSG00000068083
25221,Pspn,ENSMUSG00000002664
25222,Trp53i13,ENSMUSG00000044328
25223,Zfp110,ENSMUSG00000058638
25224,Gm11537,ENSMUSG00000085242
25225,Olfr920,ENSMUSG00000061039
25226,Mst1r,ENSMUSG00000032584
25227,Cpa3,ENSMUSG00000001865
25228,H2-M10.4,ENSMUSG00000048231
25229,Bsph1,ENSMUSG00000074378
25230,Gm32921,ENSMUSG00000105508
25231,Mfsd2b,ENSMUSG00000037336
25232,4833412C05Rik,ENSMUSG00000097697
25233,Gm20750,ENSMUSG00000104401
25234,Trim21,ENSMUSG00000030966
25235,Bicd2,ENSMUSG00000037933
25236,Gm42800,ENSMUSG00000107386
25237,Gm43791,ENSMUSG00000107040
25238,Lpcat2b,ENSMUSG00000033794
25239,Il21,ENSMUSG00000027718
25240,Asprv1,ENSMUSG00000033508
25241,Grxcr1,ENSMUSG00000068082
25242,Tmem176a,ENSMUSG00000023367
25243,Gm37359,ENSMUSG00000103620
25244,Gm42744,ENSMUSG00000105560
25245,Gm26623,ENSMUSG00000097703
25246,Phactr2,ENSMUSG00000062866
25247,Mtcl1,ENSMUSG00000052105
25248,Rfxap,ENSMUSG00000036615
25249,4930529I22Rik,ENSMUSG00000085350
25250,Ctnnd1,ENSMUSG00000034101
25251,Gm17033,ENSMUSG00000091583
25252,Rnf38,ENSMUSG00000035696
25253,Etv5,ENSMUSG00000013089
25254,Tgfb1i1,ENSMUSG00000030782
25255,Padi6,ENSMUSG00000040935
25256,3425401B19Rik,ENSMUSG00000071540
25257,AA387200,ENSMUSG00000085946
25258,Ctcflos,ENSMUSG00000087382
25259,Kcnk4,ENSMUSG00000024957
25260,Abcc4,ENSMUSG00000032849
25261,Gm20546,ENSMUSG00000092392
25262,Gm28372,ENSMUSG00000100963
25263,Gm17017,ENSMUSG00000090246
25264,Galnt10,ENSMUSG00000020520
25265,Gm15496,ENSMUSG00000085953
25266,4930539C22Rik,ENSMUSG00000105765
25267,Gm26889,ENSMUSG00000097249
25268,Tvp23a,ENSMUSG00000050908
25269,Gm6370,ENSMUSG00000096527
25270,Krt28,ENSMUSG00000055937
25271,Naaladl1,ENSMUSG00000054999
25272,Tlr4,ENSMUSG00000039005
25273,Ntn5,ENSMUSG00000109144
25274,RP24-331B9.1,ENSMUSG00000109458
25275,Gm34106,ENSMUSG00000102300
25276,5830468F06Rik,ENSMUSG00000098322
25277,BC030867,ENSMUSG00000034773
25278,Zfp418,ENSMUSG00000034538
25279,Pogk,ENSMUSG00000040596
25280,Gm4208,ENSMUSG00000100426
25281,Nod2,ENSMUSG00000055994
25282,Spred2,ENSMUSG00000045671
25283,C230057A21Rik,ENSMUSG00000103346
25284,Gabrp,ENSMUSG00000020159
25285,Dcbld1,ENSMUSG00000019891
25286,Gm13490,ENSMUSG00000085014
25287,Cd2ap,ENSMUSG00000061665
25288,Gm15999,ENSMUSG00000086557
25289,Gm11823,ENSMUSG00000086927
25290,Tmc5,ENSMUSG00000030650
25291,Rho,ENSMUSG00000030324
25292,1810011H11Rik,ENSMUSG00000041707
25293,RP23-183J18.1,ENSMUSG00000109419
25294,D730045B01Rik,ENSMUSG00000054622
25295,Ccdc102a,ENSMUSG00000063605
25296,Gm16121,ENSMUSG00000087606
25297,Cxcl9,ENSMUSG00000029417
25298,Gpr18,ENSMUSG00000050350
25299,Gm43135,ENSMUSG00000106070
25300,Gm5117,ENSMUSG00000093862
25301,Alb,ENSMUSG00000029368
25302,Rbmxl2,ENSMUSG00000073894
25303,Rfx8,ENSMUSG00000057173
25304,Gm42954,ENSMUSG00000106644
25305,Serpinb8,ENSMUSG00000026315
25306,Gm15873,ENSMUSG00000085725
25307,Tmem30b,ENSMUSG00000034435
25308,4930407I10Rik,ENSMUSG00000075524
25309,Klrg2,ENSMUSG00000071537
25310,Chia1,ENSMUSG00000062778
25311,Bpifb2,ENSMUSG00000027481
25312,Orm2,ENSMUSG00000061540
25313,Crygf,ENSMUSG00000025945
25314,Gltpd2,ENSMUSG00000046811
25315,Fgf2os,ENSMUSG00000054779
25316,Trim10,ENSMUSG00000073400
25317,Gm44269,ENSMUSG00000108161
25318,C330013E15Rik,ENSMUSG00000097093
25319,Disc1,ENSMUSG00000043051
25320,Cpb2,ENSMUSG00000021999
25321,Gm26566,ENSMUSG00000097078
25322,Sap25,ENSMUSG00000079165
25323,Gm42745,ENSMUSG00000106808
25324,Serpina3f,ENSMUSG00000066363
25325,Gm26762,ENSMUSG00000097660
25326,Gm43738,ENSMUSG00000105204
25327,Abhd15,ENSMUSG00000000686
25328,Helz2,ENSMUSG00000027580
25329,Gpr68,ENSMUSG00000047415
25330,Tfap2e,ENSMUSG00000042477
25331,Gm4952,ENSMUSG00000071633
25332,Nfe2,ENSMUSG00000058794
25333,Bik,ENSMUSG00000016758
25334,Krt76,ENSMUSG00000075402
25335,Bcas3os1,ENSMUSG00000086199
25336,Gm10392,ENSMUSG00000072673
25337,Gm43154,ENSMUSG00000086804
25338,Zfp212,ENSMUSG00000052763
25339,Rhox5,ENSMUSG00000095180
25340,Pck1,ENSMUSG00000027513
25341,Dytn,ENSMUSG00000069085
25342,Gm10629,ENSMUSG00000074113
25343,Cenpj,ENSMUSG00000064128
25344,Card6,ENSMUSG00000041849
25345,Gm11973,ENSMUSG00000086839
25346,Pgpep1l,ENSMUSG00000030553
25347,Gm16152,ENSMUSG00000087131
25348,BC055402,ENSMUSG00000101429
25349,Gm38336,ENSMUSG00000104002
25350,RP23-353F16.3,ENSMUSG00000108676
25351,RP23-324J22.6,ENSMUSG00000108723
25352,Il6,ENSMUSG00000025746
25353,Gm11562,ENSMUSG00000062278
25354,Gm38303,ENSMUSG00000103392
25355,1700092M07Rik,ENSMUSG00000090840
25356,Ch25h,ENSMUSG00000050370
25357,Mcidas,ENSMUSG00000074651
25358,A930019D19Rik,ENSMUSG00000085958
25359,Gpr132,ENSMUSG00000021298
25360,Gzmb,ENSMUSG00000015437
25361,Gif,ENSMUSG00000024682
25362,Gm2564,ENSMUSG00000091938
25363,Krtap7-1,ENSMUSG00000056706
25364,Slc5a2,ENSMUSG00000030781
25365,1700022F17Rik,ENSMUSG00000102012
25366,Gm17039,ENSMUSG00000092103
25367,8030442B05Rik,ENSMUSG00000102674
25368,8030423J24Rik,ENSMUSG00000021600
25369,Slc2a2,ENSMUSG00000027690
25370,Rnase2a,ENSMUSG00000047222
25371,Hist1h1t,ENSMUSG00000036211
25372,9530052C20Rik,ENSMUSG00000097858
25373,Arl9,ENSMUSG00000063820
25374,Gm26839,ENSMUSG00000097917
25375,4933438A12Rik,ENSMUSG00000086160
25376,Cldn13,ENSMUSG00000008843
25377,Klf1,ENSMUSG00000054191
25378,Gata1,ENSMUSG00000031162
25379,1700123I01Rik,ENSMUSG00000024786
25380,Rhag,ENSMUSG00000023926
25381,Tectb,ENSMUSG00000024979
25382,Ctse,ENSMUSG00000004552
25383,1810065E05Rik,ENSMUSG00000013653
25384,4930579F01Rik,ENSMUSG00000012042
25385,Aqp8,ENSMUSG00000030762
25386,Atp4b,ENSMUSG00000031449
25387,RP23-238I17.9,ENSMUSG00000109076
25388,Gm12709,ENSMUSG00000085181
25389,Kel,ENSMUSG00000029866
25390,Rhd,ENSMUSG00000028825
25391,Hemgn,ENSMUSG00000028332
25392,F730035P03Rik,ENSMUSG00000053360
25393,Gm5622,ENSMUSG00000079244
25394,Gfi1b,ENSMUSG00000026815
25395,Prr23a1,ENSMUSG00000091080
25396,E130018O15Rik,ENSMUSG00000055944
25397,RP24-286L23.3,ENSMUSG00000109361
25398,1700036A12Rik,ENSMUSG00000095956
25399,Gm3138,ENSMUSG00000091114
25400,Gm26742,ENSMUSG00000097707
25401,Nr2f6,ENSMUSG00000002393
25402,Gm11685,ENSMUSG00000086733
25403,Ap4b1,ENSMUSG00000032952
25404,Msantd1,ENSMUSG00000051246
25405,Adam7,ENSMUSG00000022056
25406,Slco6c1,ENSMUSG00000026331
25407,Gfi1,ENSMUSG00000029275
25408,Rnf135,ENSMUSG00000020707
25409,Rnase10,ENSMUSG00000021872
25410,Grxcr2,ENSMUSG00000073574
25411,Gm5160,ENSMUSG00000055795
25412,Gm8705,ENSMUSG00000097376
25413,Zg16,ENSMUSG00000049350
25414,Scaper,ENSMUSG00000034007
25415,Asb9,ENSMUSG00000031384
25416,Lce3e,ENSMUSG00000074433
25417,Rpl7a-ps3,ENSMUSG00000068579
25418,Dlx4,ENSMUSG00000020871
25419,Frmd8os,ENSMUSG00000043488
25420,F930017D23Rik,ENSMUSG00000075184
25421,Mx1,ENSMUSG00000000386
25422,6330403L08Rik,ENSMUSG00000075585
25423,Tmem217,ENSMUSG00000079580
25424,Gm4035,ENSMUSG00000100760
25425,Mbnl3,ENSMUSG00000036109
25426,Gm28793,ENSMUSG00000100209
25427,Gm28557,ENSMUSG00000100235
25428,Ikzf2,ENSMUSG00000025997
25429,A930004D18Rik,ENSMUSG00000054057
25430,Oxsr1,ENSMUSG00000036737
25431,Kncn,ENSMUSG00000073774
25432,Adam1b,ENSMUSG00000062438
25433,Cacna1f,ENSMUSG00000031142
25434,Gm26660,ENSMUSG00000097601
25435,Gm19325,ENSMUSG00000101365
25436,Arhgef12,ENSMUSG00000059495
25437,Gm26676,ENSMUSG00000097593
25438,5330439A09Rik,ENSMUSG00000089708
25439,Itgax,ENSMUSG00000030789
25440,9330161L09Rik,ENSMUSG00000055271
25441,Grhl2,ENSMUSG00000022286
25442,Gm37876,ENSMUSG00000104108
25443,Ap5b1,ENSMUSG00000049562
25444,Gm43522,ENSMUSG00000105716
25445,Cldn20,ENSMUSG00000091530
25446,Gm12784,ENSMUSG00000086631
25447,Gm20632,ENSMUSG00000093577
25448,Gm26858,ENSMUSG00000097861
25449,Tpst2,ENSMUSG00000029344
25450,Tomm20l,ENSMUSG00000021078
25451,Gm13269,ENSMUSG00000087086
25452,Gm33466,ENSMUSG00000106632
25453,Fem1a,ENSMUSG00000043683
25454,Zbtb1,ENSMUSG00000033454
25455,Fam184b,ENSMUSG00000015879
25456,Gm26620,ENSMUSG00000096968
25457,4930478P22Rik,ENSMUSG00000106762
25458,Dhrs13os,ENSMUSG00000087050
25459,Arg2,ENSMUSG00000021125
25460,Mageb3,ENSMUSG00000074881
25461,Rimbp3,ENSMUSG00000071636
25462,Il15ra,ENSMUSG00000023206
25463,Wdr5b,ENSMUSG00000034379
25464,Wee2,ENSMUSG00000037159
25465,Gdpgp1,ENSMUSG00000050973
25466,Gm44081,ENSMUSG00000108103
25467,Ccr10,ENSMUSG00000044052
25468,Tmem236,ENSMUSG00000061531
25469,Dhx29,ENSMUSG00000042426
25470,Arfgap3,ENSMUSG00000054277
25471,Gm42917,ENSMUSG00000104985
25472,Gm12744,ENSMUSG00000085023
25473,Gm11750,ENSMUSG00000085059
25474,G630018N14Rik,ENSMUSG00000085620
25475,1700007B14Rik,ENSMUSG00000031620
25476,Gm15816,ENSMUSG00000086741
25477,Zfp286,ENSMUSG00000047342
25478,Zfp94,ENSMUSG00000074282
25479,Gm26554,ENSMUSG00000097809
25480,Endod1,ENSMUSG00000037419
25481,Galm,ENSMUSG00000035473
25482,Gm10654,ENSMUSG00000074252
25483,Bpifa5,ENSMUSG00000027484
25484,Gm42757,ENSMUSG00000106783
25485,Smpx,ENSMUSG00000041476
25486,Fam160b2,ENSMUSG00000022095
25487,Gm28068,ENSMUSG00000100287
25488,Fam65c,ENSMUSG00000074577
25489,2310061I04Rik,ENSMUSG00000050705
25490,Lhfpl1,ENSMUSG00000041700
25491,C2cd2,ENSMUSG00000045975
25492,Xlr4c,ENSMUSG00000031362
25493,Lcp1,ENSMUSG00000021998
25494,Gm10490,ENSMUSG00000073290
25495,Reep5,ENSMUSG00000005873
25496,Gm10778,ENSMUSG00000096856
25497,Gm14267,ENSMUSG00000085682
25498,Nlrp10,ENSMUSG00000049709
25499,Siah3,ENSMUSG00000091722
25500,Myl3,ENSMUSG00000059741
25501,Nbas,ENSMUSG00000020576
25502,Tufm,ENSMUSG00000073838
25503,Gm10655,ENSMUSG00000074256
25504,Kctd15,ENSMUSG00000030499
25505,Hao1,ENSMUSG00000027261
25506,Tmprss11b,ENSMUSG00000035861
25507,Mlxip,ENSMUSG00000038342
25508,4933402D24Rik,ENSMUSG00000025961
25509,Dexi,ENSMUSG00000038055
25510,Ankmy1,ENSMUSG00000034212
25511,Ssc4d,ENSMUSG00000029699
25512,Slitrk3,ENSMUSG00000048304
25513,Cad,ENSMUSG00000013629
25514,Gm10784,ENSMUSG00000094886
25515,Paqr4,ENSMUSG00000023909
25516,Gprc5c,ENSMUSG00000051043
25517,Gm20649,ENSMUSG00000093662
25518,Gsdmc3,ENSMUSG00000055827
25519,Plbd2,ENSMUSG00000029598
25520,Gm13067,ENSMUSG00000086665
25521,1700120K04Rik,ENSMUSG00000099579
25522,Mapre3,ENSMUSG00000029166
25523,Impa2,ENSMUSG00000024525
25524,Slc27a6,ENSMUSG00000024600
25525,Atp8a2,ENSMUSG00000021983
25526,Haghl,ENSMUSG00000061046
25527,Mpi,ENSMUSG00000032306
25528,Gm43591,ENSMUSG00000105784
25529,Trip10,ENSMUSG00000019487
25530,Cyb561a3,ENSMUSG00000034445
25531,Hs3st6,ENSMUSG00000039628
25532,Cptp,ENSMUSG00000029073
25533,Spire2,ENSMUSG00000010154
25534,Tmem63b,ENSMUSG00000036026
25535,2310065F04Rik,ENSMUSG00000087410
25536,Cypt2,ENSMUSG00000090132
25537,Gm38079,ENSMUSG00000104367
25538,F9,ENSMUSG00000031138
25539,P2rx5,ENSMUSG00000005950
25540,4731419I09Rik,ENSMUSG00000097004
25541,S100a2,ENSMUSG00000094018
25542,Panx3,ENSMUSG00000011118
25543,Gm37502,ENSMUSG00000103908
25544,Pacsin2,ENSMUSG00000016664
25545,Cdr2,ENSMUSG00000030878
25546,Hotair,ENSMUSG00000086903
25547,Gm9047,ENSMUSG00000090685
25548,Ppcs,ENSMUSG00000028636
25549,Laptm4b,ENSMUSG00000022257
25550,Prdx5,ENSMUSG00000024953
25551,Kcna10,ENSMUSG00000042861
25552,Gm10390,ENSMUSG00000097368
25553,Cep68,ENSMUSG00000044066
25554,Aox4,ENSMUSG00000038242
25555,Gm10684,ENSMUSG00000074385
25556,Lpcat4,ENSMUSG00000027134
25557,4930528G23Rik,ENSMUSG00000084909
25558,5033403F01Rik,ENSMUSG00000096932
25559,Atp9b,ENSMUSG00000024566
25560,Gm29292,ENSMUSG00000100779
25561,Pcnxl3,ENSMUSG00000054874
25562,Rell2,ENSMUSG00000044024
25563,Cast,ENSMUSG00000021585
25564,Tnks1bp1,ENSMUSG00000033955
25565,Mup3,ENSMUSG00000066154
25566,1700061H18Rik,ENSMUSG00000084948
25567,Kctd2,ENSMUSG00000016940
25568,Pcyt1b,ENSMUSG00000035246
25569,Hhatl,ENSMUSG00000032523
25570,Cdnf,ENSMUSG00000039496
25571,Ces4a,ENSMUSG00000060560
25572,Timp2,ENSMUSG00000017466
25573,2310009B15Rik,ENSMUSG00000079283
25574,Kif3c,ENSMUSG00000020668
25575,Trappc12,ENSMUSG00000020628
25576,Mmp28,ENSMUSG00000020682
25577,Gm12762,ENSMUSG00000086526
25578,Dffa,ENSMUSG00000028974
25579,Lhfpl4,ENSMUSG00000042873
25580,Tmc6,ENSMUSG00000025572
25581,Rassf4,ENSMUSG00000042129
25582,Timm23,ENSMUSG00000013701
25583,Rag1,ENSMUSG00000061311
25584,Nfic,ENSMUSG00000055053
25585,Slc45a4,ENSMUSG00000079020
25586,Rab6b,ENSMUSG00000032549
25587,Capn2,ENSMUSG00000026509
25588,Impdh1,ENSMUSG00000003500
25589,Gm15402,ENSMUSG00000079524
25590,Patl1,ENSMUSG00000046139
25591,Slc5a10,ENSMUSG00000042371
25592,Gm26515,ENSMUSG00000097152
25593,BC049762,ENSMUSG00000045942
25594,Amz2,ENSMUSG00000020610
25595,Fam72a,ENSMUSG00000055184
25596,Gm44089,ENSMUSG00000107842
25597,Lars2,ENSMUSG00000035202
25598,Map3k9,ENSMUSG00000042724
25599,Gm28592,ENSMUSG00000100113
25600,Kcna1,ENSMUSG00000047976
25601,Nploc4,ENSMUSG00000039703
25602,Gm13856,ENSMUSG00000087356
25603,Fam26d,ENSMUSG00000039508
25604,Arf5,ENSMUSG00000020440
25605,Pigs,ENSMUSG00000041958
25606,Ube4a,ENSMUSG00000059890
25607,Ubiad1,ENSMUSG00000047719
25608,Gm43949,ENSMUSG00000107728
25609,Gm16559,ENSMUSG00000089635
25610,Ogfrl1,ENSMUSG00000026158
25611,Haglr,ENSMUSG00000075277
25612,Kcnip3,ENSMUSG00000079056
25613,Pnlip,ENSMUSG00000046008
25614,Pccb,ENSMUSG00000032527
25615,Igf1os,ENSMUSG00000058934
25616,RP23-466P2.3,ENSMUSG00000109455
25617,Mapk8ip1,ENSMUSG00000027223
25618,Gm11423,ENSMUSG00000085175
25619,Mmp13,ENSMUSG00000050578
25620,Fmr1,ENSMUSG00000000838
25621,Hist1h2be,ENSMUSG00000047246
25622,Gm26586,ENSMUSG00000097472
25623,Vcpkmt,ENSMUSG00000049882
25624,Dst,ENSMUSG00000026131
25625,Champ1,ENSMUSG00000047710
25626,Abca3,ENSMUSG00000024130
25627,Hsdl1,ENSMUSG00000034189
25628,Gm29570,ENSMUSG00000101476
25629,Cep104,ENSMUSG00000039523
25630,Cd96,ENSMUSG00000022657
25631,Gpr157,ENSMUSG00000047875
25632,Luzp1,ENSMUSG00000001089
25633,1810007D17Rik,ENSMUSG00000100001
25634,Nprl3,ENSMUSG00000020289
25635,Arhgap35,ENSMUSG00000058230
25636,1700013D24Rik,ENSMUSG00000079346
25637,Muc5ac,ENSMUSG00000037974
25638,Zfyve28,ENSMUSG00000037224
25639,Nek9,ENSMUSG00000034290
25640,Gpr156,ENSMUSG00000046961
25641,Eif2b5,ENSMUSG00000003235
25642,Il1rl1,ENSMUSG00000026069
25643,3830432H09Rik,ENSMUSG00000101731
25644,Ssx2ip,ENSMUSG00000036825
25645,Wfdc3,ENSMUSG00000076434
25646,Dnaja4,ENSMUSG00000032285
25647,Zdhhc11,ENSMUSG00000069189
25648,Acer1,ENSMUSG00000045019
25649,Rnf157,ENSMUSG00000052949
25650,RP23-218E6.1,ENSMUSG00000109550
25651,Mup20,ENSMUSG00000078672
25652,Hspa12a,ENSMUSG00000025092
25653,Awat2,ENSMUSG00000031220
25654,Rhobtb2,ENSMUSG00000022075
25655,Sytl2,ENSMUSG00000030616
25656,Usp35,ENSMUSG00000035713
25657,Nutf2-ps1,ENSMUSG00000071497
25658,Vps41,ENSMUSG00000041236
25659,Hsd17b3,ENSMUSG00000033122
25660,Hif1an,ENSMUSG00000036450
25661,Tnni3k,ENSMUSG00000040086
25662,Tdrd7,ENSMUSG00000035517
25663,Ptchd3,ENSMUSG00000039198
25664,Abcb9,ENSMUSG00000029408
25665,Tsc22d3,ENSMUSG00000031431
25666,2210017I01Rik,ENSMUSG00000103523
25667,Pidd1,ENSMUSG00000025507
25668,Pde4dip,ENSMUSG00000038170
25669,Kdm8,ENSMUSG00000030752
25670,Gm13596,ENSMUSG00000085182
25671,Ntng2,ENSMUSG00000035513
25672,Specc1l,ENSMUSG00000033444
25673,Pkdcc,ENSMUSG00000024247
25674,Pcdha1,ENSMUSG00000103442
25675,Camk2g,ENSMUSG00000021820
25676,Dclk2,ENSMUSG00000028078
25677,Pcdhga2,ENSMUSG00000103332
25678,Hs6st1,ENSMUSG00000045216
25679,Gm26723,ENSMUSG00000096947
25680,Gm26721,ENSMUSG00000096943
25681,Cebpe,ENSMUSG00000052435
25682,Inpp5e,ENSMUSG00000026925
25683,Il31,ENSMUSG00000029437
25684,Efcab9,ENSMUSG00000044056
25685,AU022252,ENSMUSG00000078584
25686,Ddi2,ENSMUSG00000078515
25687,P2rx6,ENSMUSG00000022758
25688,Gm38060,ENSMUSG00000103631
25689,Ip6k3,ENSMUSG00000024210
25690,Gpt2,ENSMUSG00000031700
25691,Gm15991,ENSMUSG00000087266
25692,Slc16a6,ENSMUSG00000041920
25693,Tbcd,ENSMUSG00000039230
25694,Adgrg3,ENSMUSG00000060470
25695,Acot2,ENSMUSG00000021226
25696,Crtc2,ENSMUSG00000027936
25697,Irgm2,ENSMUSG00000069874
25698,Dcst2,ENSMUSG00000109293
25699,Cdcp2,ENSMUSG00000047636
25700,Gm3830,ENSMUSG00000099465
